mode,include_basic,include_local,include_pmi,include_npmi,include_llr,TFIDF_param,COOCC_param,PMI_param,NPMI_param,LLR_param,average_score
linear,True,True,True,True,False,0.6,0.2,1.0,1.0,1.0,147791.6759587038
linear,True,True,True,True,False,0.6,0.2,1.0,1.0,1.5,147791.6759587038
linear,True,True,True,True,False,0.6,0.2,1.0,1.5,0.5,147795.77143223234
linear,True,True,True,True,False,0.6,0.2,1.0,1.5,1.0,147795.77143223234
linear,True,True,True,True,False,0.6,0.2,1.0,1.5,1.5,147795.77143223234
linear,True,True,True,True,False,0.6,0.2,1.2,0.5,0.5,147801.14847078433
linear,True,True,True,True,False,0.6,0.2,1.2,0.5,1.0,147801.14847078433
linear,True,True,True,True,False,0.6,0.2,1.2,0.5,1.5,147801.14847078433
linear,True,True,True,True,False,0.6,0.2,1.2,1.0,0.5,147805.2439443128
linear,True,True,True,True,False,0.6,0.2,1.2,1.0,1.0,147805.2439443128
linear,True,True,True,True,False,0.6,0.2,1.2,1.0,1.5,147805.2439443128
linear,True,True,True,True,False,0.6,0.2,1.2,1.5,0.5,147809.33941784134
linear,True,True,True,True,False,0.6,0.2,1.2,1.5,1.0,147809.33941784134
linear,True,True,True,True,False,0.6,0.2,1.2,1.5,1.5,147809.33941784134
linear,True,True,True,True,False,0.6,0.4,0.8,0.5,0.5,282169.8521180294
linear,True,True,True,True,False,0.6,0.4,0.8,0.5,1.0,282169.8521180294
linear,True,True,True,True,False,0.6,0.4,0.8,0.5,1.5,282169.8521180294
linear,True,True,True,True,False,0.6,0.4,0.8,1.0,0.5,282174.1173518193
linear,True,True,True,True,False,0.6,0.4,0.8,1.0,1.0,282174.1173518193
linear,True,True,True,True,False,0.6,0.4,0.8,1.0,1.5,282174.1173518193
linear,True,True,True,True,False,0.6,0.4,0.8,1.5,0.5,282178.3825856092
linear,True,True,True,True,False,0.6,0.4,0.8,1.5,1.0,282178.3825856092
linear,True,True,True,True,False,0.6,0.4,0.8,1.5,1.5,282178.3825856092
linear,True,True,True,True,False,0.6,0.4,1.0,0.5,0.5,282184.06232724106
linear,True,True,True,True,False,0.6,0.4,1.0,0.5,1.0,282184.06232724106
linear,True,True,True,True,False,0.6,0.4,1.0,0.5,1.5,282184.06232724106
linear,True,True,True,True,False,0.6,0.4,1.0,1.0,0.5,282188.327561031
linear,True,True,True,True,False,0.6,0.4,1.0,1.0,1.0,282188.327561031
linear,True,True,True,True,False,0.6,0.4,1.0,1.0,1.5,282188.327561031
linear,True,True,True,True,False,0.6,0.4,1.0,1.5,0.5,282192.5927948209
linear,True,True,True,True,False,0.6,0.4,1.0,1.5,1.0,282192.5927948209
linear,True,True,True,True,False,0.6,0.4,1.0,1.5,1.5,282192.5927948209
linear,True,True,True,True,False,0.6,0.4,1.2,0.5,0.5,282198.27253645274
linear,True,True,True,True,False,0.6,0.4,1.2,0.5,1.0,282198.27253645274
linear,True,True,True,True,False,0.6,0.4,1.2,0.5,1.5,282198.27253645274
linear,True,True,True,True,False,0.6,0.4,1.2,1.0,0.5,282202.53777024266
linear,True,True,True,True,False,0.6,0.4,1.2,1.0,1.0,282202.53777024266
linear,True,True,True,True,False,0.6,0.4,1.2,1.0,1.5,282202.53777024266
linear,True,True,True,True,False,0.6,0.4,1.2,1.5,0.5,282206.8030040326
linear,True,True,True,True,False,0.6,0.4,1.2,1.5,1.0,282206.8030040326
linear,True,True,True,True,False,0.6,0.4,1.2,1.5,1.5,282206.8030040326
linear,True,True,True,True,False,0.6,0.6,0.8,0.5,0.5,416567.6452798621
linear,True,True,True,True,False,0.6,0.6,0.8,0.5,1.0,416567.6452798621
linear,True,True,True,True,False,0.6,0.6,0.8,0.5,1.5,416567.6452798621
linear,True,True,True,True,False,0.6,0.6,0.8,1.0,0.5,416571.91051365214
linear,True,True,True,True,False,0.6,0.6,0.8,1.0,1.0,416571.91051365214
linear,True,True,True,True,False,0.6,0.6,0.8,1.0,1.5,416571.91051365214
linear,True,True,True,True,False,0.6,0.6,0.8,1.5,0.5,416576.17574744194
linear,True,True,True,True,False,0.6,0.6,0.8,1.5,1.0,416576.17574744194
linear,True,True,True,True,False,0.6,0.6,0.8,1.5,1.5,416576.17574744194
linear,True,True,True,True,False,0.6,0.6,1.0,0.5,0.5,416581.8554890737
linear,True,True,True,True,False,0.6,0.6,1.0,0.5,1.0,416581.8554890737
linear,True,True,True,True,False,0.6,0.6,1.0,0.5,1.5,416581.8554890737
linear,True,True,True,True,False,0.6,0.6,1.0,1.0,0.5,416586.1207228636
linear,True,True,True,True,False,0.6,0.6,1.0,1.0,1.0,416586.1207228636
linear,True,True,True,True,False,0.6,0.6,1.0,1.0,1.5,416586.1207228636
linear,True,True,True,True,False,0.6,0.6,1.0,1.5,0.5,416590.3859566536
linear,True,True,True,True,False,0.6,0.6,1.0,1.5,1.0,416590.3859566536
linear,True,True,True,True,False,0.6,0.6,1.0,1.5,1.5,416590.3859566536
linear,True,True,True,True,False,0.6,0.6,1.2,0.5,0.5,416596.0656982854
linear,True,True,True,True,False,0.6,0.6,1.2,0.5,1.0,416596.0656982854
linear,True,True,True,True,False,0.6,0.6,1.2,0.5,1.5,416596.0656982854
linear,True,True,True,True,False,0.6,0.6,1.2,1.0,0.5,416600.33093207533
linear,True,True,True,True,False,0.6,0.6,1.2,1.0,1.0,416600.33093207533
linear,True,True,True,True,False,0.6,0.6,1.2,1.0,1.5,416600.33093207533
linear,True,True,True,True,False,0.6,0.6,1.2,1.5,0.5,416604.59616586525
linear,True,True,True,True,False,0.6,0.6,1.2,1.5,1.0,416604.59616586525
linear,True,True,True,True,False,0.6,0.6,1.2,1.5,1.5,416604.59616586525
linear,True,True,True,True,False,0.8,0.2,0.8,0.5,0.5,152250.90285686695
linear,True,True,True,True,False,0.8,0.2,0.8,0.5,1.0,152250.90285686695
linear,True,True,True,True,False,0.8,0.2,0.8,0.5,1.5,152250.90285686695
linear,True,True,True,True,False,0.8,0.2,0.8,1.0,0.5,152254.99833039544
linear,True,True,True,True,False,0.8,0.2,0.8,1.0,1.0,152254.99833039544
linear,True,True,True,True,False,0.8,0.2,0.8,1.0,1.5,152254.99833039544
linear,True,True,True,True,False,0.8,0.2,0.8,1.5,0.5,152259.09380392398
linear,True,True,True,True,False,0.8,0.2,0.8,1.5,1.0,152259.09380392398
linear,True,True,True,True,False,0.8,0.2,0.8,1.5,1.5,152259.09380392398
linear,True,True,True,True,False,0.8,0.2,1.0,0.5,0.5,152264.470842476
linear,True,True,True,True,False,0.8,0.2,1.0,0.5,1.0,152264.470842476
linear,True,True,True,True,False,0.8,0.2,1.0,0.5,1.5,152264.470842476
linear,True,True,True,True,False,0.8,0.2,1.0,1.0,0.5,152268.56631600452
linear,True,True,True,True,False,0.8,0.2,1.0,1.0,1.0,152268.56631600452
linear,True,True,True,True,False,0.8,0.2,1.0,1.0,1.5,152268.56631600452
linear,True,True,True,True,False,0.8,0.2,1.0,1.5,0.5,152272.66178953304
linear,True,True,True,True,False,0.8,0.2,1.0,1.5,1.0,152272.66178953304
linear,True,True,True,True,False,0.8,0.2,1.0,1.5,1.5,152272.66178953304
linear,True,True,True,True,False,0.8,0.2,1.2,0.5,0.5,152278.03882808506
linear,True,True,True,True,False,0.8,0.2,1.2,0.5,1.0,152278.03882808506
linear,True,True,True,True,False,0.8,0.2,1.2,0.5,1.5,152278.03882808506
linear,True,True,True,True,False,0.8,0.2,1.2,1.0,0.5,152282.13430161355
linear,True,True,True,True,False,0.8,0.2,1.2,1.0,1.0,152282.13430161355
linear,True,True,True,True,False,0.8,0.2,1.2,1.0,1.5,152282.13430161355
linear,True,True,True,True,False,0.8,0.2,1.2,1.5,0.5,152286.22977514204
linear,True,True,True,True,False,0.8,0.2,1.2,1.5,1.0,152286.22977514204
linear,True,True,True,True,False,0.8,0.2,1.2,1.5,1.5,152286.22977514204
linear,True,True,True,True,False,0.8,0.4,0.8,0.5,0.5,286607.57202593837
linear,True,True,True,True,False,0.8,0.4,0.8,0.5,1.0,286607.57202593837
linear,True,True,True,True,False,0.8,0.4,0.8,0.5,1.5,286607.57202593837
linear,True,True,True,True,False,0.8,0.4,0.8,1.0,0.5,286611.8372597283
linear,True,True,True,True,False,0.8,0.4,0.8,1.0,1.0,286611.8372597283
linear,True,True,True,True,False,0.8,0.4,0.8,1.0,1.5,286611.8372597283
linear,True,True,True,True,False,0.8,0.4,0.8,1.5,0.5,286616.10249351826
linear,True,True,True,True,False,0.8,0.4,0.8,1.5,1.0,286616.10249351826
linear,True,True,True,True,False,0.8,0.4,0.8,1.5,1.5,286616.10249351826
linear,True,True,True,True,False,0.8,0.4,1.0,0.5,0.5,286621.78223515005
linear,True,True,True,True,False,0.8,0.4,1.0,0.5,1.0,286621.78223515005
linear,True,True,True,True,False,0.8,0.4,1.0,0.5,1.5,286621.78223515005
linear,True,True,True,True,False,0.8,0.4,1.0,1.0,0.5,286626.04746893997
linear,True,True,True,True,False,0.8,0.4,1.0,1.0,1.0,286626.04746893997
linear,True,True,True,True,False,0.8,0.4,1.0,1.0,1.5,286626.04746893997
linear,True,True,True,True,False,0.8,0.4,1.0,1.5,0.5,286630.3127027299
linear,True,True,True,True,False,0.8,0.4,1.0,1.5,1.0,286630.3127027299
linear,True,True,True,True,False,0.8,0.4,1.0,1.5,1.5,286630.3127027299
linear,True,True,True,True,False,0.8,0.4,1.2,0.5,0.5,286635.99244436173
linear,True,True,True,True,False,0.8,0.4,1.2,0.5,1.0,286635.99244436173
linear,True,True,True,True,False,0.8,0.4,1.2,0.5,1.5,286635.99244436173
linear,True,True,True,True,False,0.8,0.4,1.2,1.0,0.5,286640.2576781517
linear,True,True,True,True,False,0.8,0.4,1.2,1.0,1.0,286640.2576781517
linear,True,True,True,True,False,0.8,0.4,1.2,1.0,1.5,286640.2576781517
linear,True,True,True,True,False,0.8,0.4,1.2,1.5,0.5,286644.5229119416
linear,True,True,True,True,False,0.8,0.4,1.2,1.5,1.0,286644.5229119416
linear,True,True,True,True,False,0.8,0.4,1.2,1.5,1.5,286644.5229119416
linear,True,True,True,True,False,0.8,0.6,0.8,0.5,0.5,421005.3651877712
linear,True,True,True,True,False,0.8,0.6,0.8,0.5,1.0,421005.3651877712
linear,True,True,True,True,False,0.8,0.6,0.8,0.5,1.5,421005.3651877712
linear,True,True,True,True,False,0.8,0.6,0.8,1.0,0.5,421009.630421561
linear,True,True,True,True,False,0.8,0.6,0.8,1.0,1.0,421009.630421561
linear,True,True,True,True,False,0.8,0.6,0.8,1.0,1.5,421009.630421561
linear,True,True,True,True,False,0.8,0.6,0.8,1.5,0.5,421013.895655351
linear,True,True,True,True,False,0.8,0.6,0.8,1.5,1.0,421013.895655351
linear,True,True,True,True,False,0.8,0.6,0.8,1.5,1.5,421013.895655351
linear,True,True,True,True,False,0.8,0.6,1.0,0.5,0.5,421019.5753969828
linear,True,True,True,True,False,0.8,0.6,1.0,0.5,1.0,421019.5753969828
linear,True,True,True,True,False,0.8,0.6,1.0,0.5,1.5,421019.5753969828
linear,True,True,True,True,False,0.8,0.6,1.0,1.0,0.5,421023.8406307726
linear,True,True,True,True,False,0.8,0.6,1.0,1.0,1.0,421023.8406307726
linear,True,True,True,True,False,0.8,0.6,1.0,1.0,1.5,421023.8406307726
linear,True,True,True,True,False,0.8,0.6,1.0,1.5,0.5,421028.10586456256
linear,True,True,True,True,False,0.8,0.6,1.0,1.5,1.0,421028.10586456256
linear,True,True,True,True,False,0.8,0.6,1.0,1.5,1.5,421028.10586456256
linear,True,True,True,True,False,0.8,0.6,1.2,0.5,0.5,421033.78560619446
linear,True,True,True,True,False,0.8,0.6,1.2,0.5,1.0,421033.78560619446
linear,True,True,True,True,False,0.8,0.6,1.2,0.5,1.5,421033.78560619446
linear,True,True,True,True,False,0.8,0.6,1.2,1.0,0.5,421038.0508399844
linear,True,True,True,True,False,0.8,0.6,1.2,1.0,1.0,421038.0508399844
linear,True,True,True,True,False,0.8,0.6,1.2,1.0,1.5,421038.0508399844
linear,True,True,True,True,False,0.8,0.6,1.2,1.5,0.5,421042.3160737743
linear,True,True,True,True,False,0.8,0.6,1.2,1.5,1.0,421042.3160737743
linear,True,True,True,True,False,0.8,0.6,1.2,1.5,1.5,421042.3160737743
linear,True,True,True,False,True,0.4,0.2,0.8,0.5,0.5,172127.19460241363
linear,True,True,True,False,True,0.4,0.2,0.8,0.5,1.0,203195.39635363015
linear,True,True,True,False,True,0.4,0.2,0.8,0.5,1.5,234531.27560775948
linear,True,True,True,False,True,0.4,0.2,0.8,1.0,0.5,172127.19460241363
linear,True,True,True,False,True,0.4,0.2,0.8,1.0,1.0,203195.39635363015
linear,True,True,True,False,True,0.4,0.2,0.8,1.0,1.5,234531.27560775948
linear,True,True,True,False,True,0.4,0.2,0.8,1.5,0.5,172127.19460241363
linear,True,True,True,False,True,0.4,0.2,0.8,1.5,1.0,203195.39635363015
linear,True,True,True,False,True,0.4,0.2,0.8,1.5,1.5,234531.27560775948
linear,True,True,True,False,True,0.4,0.2,1.0,0.5,0.5,172137.95812367945
linear,True,True,True,False,True,0.4,0.2,1.0,0.5,1.0,203205.2742723834
linear,True,True,True,False,True,0.4,0.2,1.0,0.5,1.5,234541.1535265127
linear,True,True,True,False,True,0.4,0.2,1.0,1.0,0.5,172137.95812367945
linear,True,True,True,False,True,0.4,0.2,1.0,1.0,1.0,203205.2742723834
linear,True,True,True,False,True,0.4,0.2,1.0,1.0,1.5,234541.1535265127
linear,True,True,True,False,True,0.4,0.2,1.0,1.5,0.5,172137.95812367945
linear,True,True,True,False,True,0.4,0.2,1.0,1.5,1.0,203205.2742723834
linear,True,True,True,False,True,0.4,0.2,1.0,1.5,1.5,234541.1535265127
linear,True,True,True,False,True,0.4,0.2,1.2,0.5,0.5,172148.72164494524
linear,True,True,True,False,True,0.4,0.2,1.2,0.5,1.0,203215.1521911366
linear,True,True,True,False,True,0.4,0.2,1.2,0.5,1.5,234551.0314452659
linear,True,True,True,False,True,0.4,0.2,1.2,1.0,0.5,172148.72164494524
linear,True,True,True,False,True,0.4,0.2,1.2,1.0,1.0,203215.1521911366
linear,True,True,True,False,True,0.4,0.2,1.2,1.0,1.5,234551.0314452659
